recommendation_id,Matnr,Werks,material_description,criticality,demand_pattern,consumptions_12m,lead_time_days,current_rop,recommended_rop,current_safety_stock,recommended_safety_stock,current_max_stock,recommended_max_stock,recommendation_type,reason,status,created_on
REC-001166,000000000010000741,1000,Thickener Rake Seal Kit TYPE A ABB,CRITICAL,INTERMITTENT,0,122,19.283,10.700,12.394,6.900,19.283,13.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 19.283. At the CRITICAL service level of 98% and a 122-day lead time, the reorder point should be 10.7.",APPROVED,2026-05-14
REC-001167,000000000010000741,3000,Thickener Rake Seal Kit TYPE A ABB,CRITICAL,INTERMITTENT,0,122,9.705,8.000,6.680,5.500,15.743,9.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 9.705. At the CRITICAL service level of 98% and a 122-day lead time, the reorder point should be 8.",APPROVED,2026-09-02
REC-001168,000000000080000174,1000,Conveyor Drive Motor 200MM SEW,NORMAL,INTERMITTENT,7,31,6.005,5.300,3.069,2.700,17.663,12.900,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.5 per month over 24 months with a 31-day lead time gives a reorder point of 5.3 against the current 6.005.,PROPOSED,2026-05-17
REC-001169,000000000080000174,2000,Conveyor Drive Motor 200MM SEW,NORMAL,INTERMITTENT,5,31,2.387,2.800,1.350,1.600,7.380,6.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 2.387. At the NORMAL service level of 85% and a 31-day lead time, the reorder point should be 2.8.",APPROVED,2026-08-07
REC-001170,000000000010000742,1000,Spherical Roller Bearing 150MM SANDVIK,INSURANCE,INTERMITTENT,4,240,16.839,12.200,5.055,3.700,21.402,15.400,ROP_MAX_SAFETY_STOCK,Stock on hand 27 exceeds the current maximum 21.402. Consumption of 1.1 per month supports a maximum of 15.4.,PROPOSED,2026-06-03
REC-001171,000000000010000743,3000,Conveyor Drive Motor TYPE B FLSM,CRITICAL,INTERMITTENT,5,144,24.870,27.700,11.768,13.100,62.495,37.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 3.1 per month over 24 months with a 144-day lead time gives a reorder point of 27.7 against the current 24.87.,REJECTED,2026-05-25
REC-001172,000000000010000744,2000,Ball Mill Shell Liner Plate 55KW,CRITICAL,INTERMITTENT,5,179,4.758,4.700,2.510,2.500,4.872,5.800,ROP_MAX_SAFETY_STOCK,Stock on hand 6 exceeds the current maximum 4.872. Consumption of 0.4 per month supports a maximum of 5.8.,HELD,2026-05-19
REC-001173,000000000010000745,2000,Ball Mill Shell Liner Plate 8/6 WEIR,CRITICAL,SLOW,1,104,5.511,4.000,3.953,2.900,5.511,5.000,ROP_MAX_SAFETY_STOCK,Stock on hand 6 exceeds the current maximum 5.511. Consumption of 0.3 per month supports a maximum of 5.,PROPOSED,2026-07-24
REC-001174,000000000010000746,3000,Ventilation Fan Motor 10/8 SANDVIK,INSURANCE,REGULAR,12,136,171.803,149.400,23.481,20.400,390.262,236.000,ROP_MAX_SAFETY_STOCK,Regular consumption of 28.9 per month over 24 months with a 136-day lead time gives a reorder point of 149.4 against the current 171.803.,PROPOSED,2026-07-31
REC-001175,000000000010000747,3000,Thickener Rake Drive Gearbox DN100 KSB,IMPACT,INTERMITTENT,3,60,8.401,10.300,4.563,5.600,25.184,17.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.4 per month over 24 months with a 60-day lead time gives a reorder point of 10.3 against the current 8.401.,PROPOSED,2026-08-17
REC-001176,000000000010000747,4000,Thickener Rake Drive Gearbox DN100 KSB,IMPACT,INTERMITTENT,5,60,17.886,10.800,10.289,6.200,18.033,17.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.3 per month over 24 months with a 60-day lead time gives a reorder point of 10.8 against the current 17.886.,APPROVED,2026-05-12
REC-001177,000000000010000748,1000,Conveyor Drive Motor 8/6 METSO,NORMAL,REGULAR,11,51,20.543,15.500,4.103,3.100,50.866,37.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 8 is below the current reorder point 20.543. At the NORMAL service level of 85% and a 51-day lead time, the reorder point should be 15.5.",HELD,2026-08-13
REC-001178,000000000030000168,2000,Ball Mill Gearbox Assembly HD SIEMENS,CRITICAL,ON_DEMAND,1,36,0.000,6.900,0.000,5.300,0.000,11.000,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 6.9 and a maximum of 11.,APPROVED,2026-08-02
REC-001179,000000000030000169,4000,Crusher Main Shaft Bearing DN100 WEIR,IMPACT,ON_DEMAND,0,43,0.000,3.700,0.000,2.300,0.000,6.700,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 3.7 and a maximum of 6.7.,PROPOSED,2026-08-08
REC-001180,000000000030000169,1000,Crusher Main Shaft Bearing DN100 WEIR,IMPACT,ON_DEMAND,1,43,0.000,8.600,0.000,5.200,0.000,15.800,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 8.6 and a maximum of 15.8.,APPROVED,2026-05-11
REC-001181,000000000010000749,3000,Pressure Transmitter Assembly HD,CRITICAL,SLOW,3,125,7.557,4.600,5.277,3.200,9.416,5.600,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.3 per month over 24 months with a 125-day lead time gives a reorder point of 4.6 against the current 7.557.,PROPOSED,2026-05-15
REC-001182,000000000080000175,4000,Conveyor Drive Gearbox 6/4 MULTOTEC,CRITICAL,INTERMITTENT,5,40,2.727,5.700,1.942,4.100,12.552,9.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.2 per month over 24 months with a 40-day lead time gives a reorder point of 5.7 against the current 2.727.,HELD,2026-07-08
REC-001183,000000000010000750,3000,Vertical Sump Pump Column 110KW SIEMENS,CRITICAL,INTERMITTENT,9,149,6.361,5.500,2.553,2.200,10.880,7.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 5 is below the current reorder point 6.361. At the CRITICAL service level of 98% and a 149-day lead time, the reorder point should be 5.5.",PROPOSED,2026-07-23
REC-001184,000000000080000176,3000,Slurry Density Transmitter 250KW SIEMENS,CRITICAL,INTERMITTENT,4,95,16.339,16.800,9.732,10.000,40.336,23.300,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.2 per month over 24 months with a 95-day lead time gives a reorder point of 16.8 against the current 16.339.,PROPOSED,2026-07-09
REC-001185,000000000080000176,2000,Slurry Density Transmitter 250KW SIEMENS,CRITICAL,INTERMITTENT,4,95,17.335,11.800,10.855,7.400,19.941,16.100,ROP_MAX_SAFETY_STOCK,Stock on hand 21 exceeds the current maximum 19.941. Consumption of 1.4 per month supports a maximum of 16.1.,APPROVED,2026-06-04
REC-001186,000000000010000753,4000,Hydraulic Pump Assembly 8/6 SIEMENS,NORMAL,REGULAR,12,19,28.895,23.300,7.480,6.000,163.079,106.300,ROP_MAX_SAFETY_STOCK,Regular consumption of 27.7 per month over 24 months with a 19-day lead time gives a reorder point of 23.3 against the current 28.895.,PROPOSED,2026-06-25
REC-001187,000000000010000753,1000,Hydraulic Pump Assembly 8/6 SIEMENS,NORMAL,REGULAR,12,19,26.727,26.900,7.483,7.500,141.216,119.900,ROP_MAX_SAFETY_STOCK,Regular consumption of 31.0 per month over 24 months with a 19-day lead time gives a reorder point of 26.9 against the current 26.727.,HELD,2026-08-01
REC-001188,000000000030000171,2000,Thickener Rake Drive Gearbox DN100 METSO,CRITICAL,ON_DEMAND,0,49,0.000,4.800,0.000,3.300,0.000,7.500,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 4.8 and a maximum of 7.5.,APPROVED,2026-08-18
REC-001189,000000000030000171,4000,Thickener Rake Drive Gearbox DN100 METSO,CRITICAL,ON_DEMAND,0,49,0.000,5.200,0.000,3.700,0.000,8.100,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 5.2 and a maximum of 8.1.,REJECTED,2026-07-11
REC-001190,000000000010000756,3000,Slurry Pump Mechanical Seal DN150 SKF,INSURANCE,INTERMITTENT,7,183,8.060,4.900,2.655,1.600,9.931,6.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 5 is below the current reorder point 8.06. At the INSURANCE service level of 90% and a 183-day lead time, the reorder point should be 4.9.",PROPOSED,2026-05-23
REC-001191,000000000080000177,3000,Flotation Cell Impeller HD WEIR,CRITICAL,INTERMITTENT,7,128,26.292,15.400,14.328,8.400,26.292,20.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 24 is below the current reorder point 26.292. At the CRITICAL service level of 98% and a 128-day lead time, the reorder point should be 15.4.",APPROVED,2026-08-25
REC-001192,000000000080000177,2000,Flotation Cell Impeller HD WEIR,CRITICAL,INTERMITTENT,3,128,3.628,8.200,2.003,4.500,12.368,10.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.9 per month over 24 months with a 128-day lead time gives a reorder point of 8.2 against the current 3.628.,PROPOSED,2026-07-10
REC-001193,000000000080000178,3000,Crusher Hydroset Cylinder 150MM FLSM,IMPACT,INTERMITTENT,3,55,7.369,5.700,4.759,3.700,11.504,9.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.1 per month over 24 months with a 55-day lead time gives a reorder point of 5.7 against the current 7.369.,APPROVED,2026-05-18
REC-001194,000000000010000758,2000,Screen Exciter Bearing DN100 SKF,CRITICAL,INTERMITTENT,8,155,9.634,5.500,4.034,2.300,9.634,7.400,ROP_MAX_SAFETY_STOCK,Stock on hand 10 exceeds the current maximum 9.634. Consumption of 0.6 per month supports a maximum of 7.4.,PROPOSED,2026-05-13
REC-001195,000000000010000759,3000,Hydraulic Pump Assembly 200MM SANDVIK,CRITICAL,INTERMITTENT,0,125,7.765,6.500,4.521,3.800,7.765,8.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 7.765. At the CRITICAL service level of 98% and a 125-day lead time, the reorder point should be 6.5.",HELD,2026-07-21
REC-001196,000000000030000172,1000,Thickener Rake Seal Kit TYPE A SKF,CRITICAL,ON_DEMAND,1,56,0.000,10.100,0.000,6.000,0.000,16.700,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 10.1 and a maximum of 16.7.,PROPOSED,2026-08-31
REC-001197,000000000010000760,3000,Apron Feeder Gear Reducer 8/6 FLSM,INSURANCE,INTERMITTENT,3,49,8.394,5.300,5.745,3.600,12.299,8.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 49-day lead time gives a reorder point of 5.3 against the current 8.394.,REJECTED,2026-05-21
REC-001198,000000000010000761,1000,Gland Packing Seal Ring HD SANDVIK,CRITICAL,INTERMITTENT,5,184,12.574,11.200,5.790,5.200,22.497,14.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 184-day lead time gives a reorder point of 11.2 against the current 12.574.,APPROVED,2026-06-22
REC-001199,000000000080000179,4000,Flotation Cell Impeller 200MM SEW,NORMAL,INTERMITTENT,5,20,2.301,1.200,1.516,0.800,2.695,3.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 2.301. At the NORMAL service level of 85% and a 20-day lead time, the reorder point should be 1.2.",HELD,2026-07-19
REC-001200,000000000080000179,3000,Flotation Cell Impeller 200MM SEW,NORMAL,INTERMITTENT,4,20,1.802,2.200,1.213,1.500,8.432,5.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.1 per month over 24 months with a 20-day lead time gives a reorder point of 2.2 against the current 1.802.,REJECTED,2026-05-27
REC-001201,000000000010000762,4000,Conveyor Drive Motor TYPE B ABB,IMPACT,INTERMITTENT,9,38,10.585,10.000,6.035,5.700,35.211,20.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 3.4 per month over 24 months with a 38-day lead time gives a reorder point of 10 against the current 10.585.,APPROVED,2026-08-22
REC-001202,000000000080000180,3000,Mill Lube Pump Motor 8/6 MULTOTEC,IMPACT,INTERMITTENT,5,9,3.065,2.500,2.494,2.000,12.625,7.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 3.065. At the IMPACT service level of 95% and a 9-day lead time, the reorder point should be 2.5.",PROPOSED,2026-05-15
REC-001203,000000000010000763,4000,Slurry Density Transmitter 8/6 WEIR,CRITICAL,INTERMITTENT,6,239,12.371,7.200,5.045,2.900,13.412,8.800,ROP_MAX_SAFETY_STOCK,Stock on hand 14 exceeds the current maximum 13.412. Consumption of 0.5 per month supports a maximum of 8.8.,APPROVED,2026-09-01
REC-001204,000000000010000763,1000,Slurry Density Transmitter 8/6 WEIR,CRITICAL,INTERMITTENT,5,239,15.770,11.600,7.751,5.700,15.770,13.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 8 is below the current reorder point 15.77. At the CRITICAL service level of 98% and a 239-day lead time, the reorder point should be 11.6.",PROPOSED,2026-05-27
REC-001205,000000000080000181,4000,Gland Packing Seal Ring 6/4 SANDVIK,IMPACT,INTERMITTENT,6,13,2.195,1.800,1.655,1.400,6.954,4.900,ROP_MAX_SAFETY_STOCK,Stock on hand 7 exceeds the current maximum 6.954. Consumption of 1.0 per month supports a maximum of 4.9.,APPROVED,2026-06-05
REC-001206,000000000010000764,1000,Hydraulic Pump Assembly 250MM SKF,NORMAL,INTERMITTENT,5,27,3.090,2.900,1.891,1.800,7.195,6.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 3.09. At the NORMAL service level of 85% and a 27-day lead time, the reorder point should be 2.9.",APPROVED,2026-08-16
REC-001207,000000000010000764,3000,Hydraulic Pump Assembly 250MM SKF,NORMAL,INTERMITTENT,6,27,9.487,5.300,5.164,2.900,20.986,13.400,ROP_MAX_SAFETY_STOCK,Stock on hand 21 exceeds the current maximum 20.986. Consumption of 2.7 per month supports a maximum of 13.4.,HELD,2026-08-02
REC-001208,000000000010000765,3000,Mill Lube Pump Motor 6/4 MULTOTEC,CRITICAL,INTERMITTENT,0,38,8.371,9.300,5.875,6.500,18.553,15.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 8.371. At the CRITICAL service level of 98% and a 38-day lead time, the reorder point should be 9.3.",APPROVED,2026-06-20
REC-001209,000000000010000766,2000,Hydraulic Pump Assembly 150MM SEW,NORMAL,REGULAR,12,56,49.279,59.500,7.960,9.600,216.835,140.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 43 is below the current reorder point 49.279. At the NORMAL service level of 85% and a 56-day lead time, the reorder point should be 59.5.",REJECTED,2026-08-04
REC-001210,000000000080000182,1000,Level Radar Transmitter 10/8 KSB,NORMAL,INTERMITTENT,2,50,3.133,4.700,1.910,2.900,8.630,8.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.1 per month over 24 months with a 50-day lead time gives a reorder point of 4.7 against the current 3.133.,PROPOSED,2026-06-11
REC-001211,000000000030000173,2000,Ball Mill Trunnion Bearing HD WEIR,CRITICAL,ON_DEMAND,1,96,0.000,14.000,0.000,9.000,0.000,18.800,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 14 and a maximum of 18.8.,APPROVED,2026-08-27
REC-001212,000000000010000768,1000,MCC Feeder Circuit Breaker 250MM SKF,CRITICAL,INTERMITTENT,0,40,7.776,7.700,5.627,5.600,17.133,12.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 7.776. At the CRITICAL service level of 98% and a 40-day lead time, the reorder point should be 7.7.",REJECTED,2026-08-16
REC-001213,000000000010000769,2000,Flow Meter Sensor Head DN100 SIEMENS,IMPACT,SLOW,4,57,5.223,3.200,3.430,2.100,7.902,5.000,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.6 per month over 24 months with a 57-day lead time gives a reorder point of 3.2 against the current 5.223.,APPROVED,2026-06-15
REC-001214,000000000010000770,4000,Conveyor Idler Roller Set 250MM ABB,IMPACT,REGULAR,12,51,112.036,92.200,30.039,24.700,346.745,213.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 102 is below the current reorder point 112.036. At the IMPACT service level of 95% and a 51-day lead time, the reorder point should be 92.2.",PROPOSED,2026-07-19
REC-001215,000000000030000174,4000,Conveyor Drive Gearbox 150MM WEIR,CRITICAL,ON_DEMAND,1,123,0.000,5.200,0.000,3.200,0.000,6.700,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 5.2 and a maximum of 6.7.,PROPOSED,2026-06-28
REC-001216,000000000010000771,1000,Hydraulic Power Pack HD SIEMENS,CRITICAL,INTERMITTENT,0,75,4.684,10.000,3.102,6.600,22.171,14.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 4.684. At the CRITICAL service level of 98% and a 75-day lead time, the reorder point should be 10.",APPROVED,2026-07-20
REC-001217,000000000010000773,3000,Thickener Rake Drive Gearbox 200MM,INSURANCE,INTERMITTENT,6,131,2.446,3.600,0.946,1.400,8.793,5.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 2.446. At the INSURANCE service level of 90% and a 131-day lead time, the reorder point should be 3.6.",REJECTED,2026-05-26
REC-001218,000000000010000774,4000,Belt Scraper Blade Cartridge 110KW SEW,IMPACT,INTERMITTENT,4,16,0.815,1.400,0.631,1.100,4.675,3.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.6 per month over 24 months with a 16-day lead time gives a reorder point of 1.4 against the current 0.815.,PROPOSED,2026-06-09
REC-001219,000000000010000775,4000,Thickener Rake Drive Gearbox 10/8,INSURANCE,INTERMITTENT,6,140,5.580,8.200,1.899,2.800,18.397,11.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 5 is below the current reorder point 5.58. At the INSURANCE service level of 90% and a 140-day lead time, the reorder point should be 8.2.",APPROVED,2026-06-12
REC-001220,000000000080000183,2000,Ball Mill Trunnion Bearing 10/8 METSO,NORMAL,INTERMITTENT,3,12,1.682,1.200,1.163,0.800,5.767,4.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 12-day lead time gives a reorder point of 1.2 against the current 1.682.,APPROVED,2026-07-04
REC-001221,000000000010000777,4000,Valve Assembly 55KW SANDVIK,INSURANCE,INTERMITTENT,8,222,15.890,12.000,4.619,3.500,15.890,15.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 8 is below the current reorder point 15.89. At the INSURANCE service level of 90% and a 222-day lead time, the reorder point should be 12.",HELD,2026-06-25
REC-001222,000000000080000184,4000,Soft Starter Power Module DN100 FLSM,IMPACT,INTERMITTENT,4,45,5.431,4.100,3.799,2.900,11.248,6.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 45-day lead time gives a reorder point of 4.1 against the current 5.431.,REJECTED,2026-08-22
REC-001223,000000000010000778,1000,Ball Mill Trunnion Bearing DN100 SANDVIK,INSURANCE,REGULAR,8,97,27.309,67.000,4.557,11.200,138.131,119.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 27.309. At the INSURANCE service level of 90% and a 97-day lead time, the reorder point should be 67.",APPROVED,2026-06-19
REC-001224,000000000010000779,4000,Ball Mill Trunnion Bearing 250KW FLSM,CRITICAL,INTERMITTENT,0,119,24.157,14.300,13.410,7.900,30.127,19.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 24.157. At the CRITICAL service level of 98% and a 119-day lead time, the reorder point should be 14.3.",APPROVED,2026-06-30
REC-001225,000000000090000045,2000,Crusher Main Shaft Bearing 8/6 METSO,OBSOLETE,NO_DEMAND,0,34,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,HELD,2026-08-17
REC-001226,000000000010000780,1000,Crusher Hydroset Cylinder 110KW METSO,CRITICAL,INTERMITTENT,0,86,5.166,4.000,3.200,2.500,5.166,5.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 5.166. At the CRITICAL service level of 98% and a 86-day lead time, the reorder point should be 4.",PROPOSED,2026-07-28
REC-001227,000000000010000781,2000,Gearbox Bearing DN150 SKF,INSURANCE,INTERMITTENT,4,98,13.545,10.900,6.739,5.400,27.012,16.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 9 is below the current reorder point 13.545. At the INSURANCE service level of 90% and a 98-day lead time, the reorder point should be 10.9.",PROPOSED,2026-05-27
REC-001228,000000000010000782,2000,Conveyor Take-Up Pulley 8/6 MULTOTEC,IMPACT,SLOW,3,52,1.611,1.300,1.151,0.900,3.331,1.900,ROP_MAX_SAFETY_STOCK,Stock on hand 4 exceeds the current maximum 3.331. Consumption of 0.2 per month supports a maximum of 1.9.,APPROVED,2026-08-03
REC-001229,000000000010000783,4000,Ball Mill Shell Liner Plate 150MM WEIR,NORMAL,SLOW,5,53,1.255,1.400,0.639,0.700,4.127,2.500,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.4 per month over 24 months with a 53-day lead time gives a reorder point of 1.4 against the current 1.255.,REJECTED,2026-06-21
REC-001230,000000000030000176,4000,Valve Assembly 200MM SIEMENS,IMPACT,ON_DEMAND,2,12,0.000,0.900,0.000,0.700,0.000,2.400,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 0.9 and a maximum of 2.4.,REJECTED,2026-07-20
REC-001231,000000000010000784,1000,Skirt Rubber Liner Section 150MM FLSM,NORMAL,REGULAR,11,47,29.030,28.600,4.170,4.100,111.984,76.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 28 is below the current reorder point 29.03. At the NORMAL service level of 85% and a 47-day lead time, the reorder point should be 28.6.",REJECTED,2026-05-17
REC-001232,000000000080000185,1000,Variable Speed Drive Unit 10/8 SEW,CRITICAL,INTERMITTENT,7,109,16.703,13.100,7.903,6.200,27.417,18.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 6 is below the current reorder point 16.703. At the CRITICAL service level of 98% and a 109-day lead time, the reorder point should be 13.1.",REJECTED,2026-08-16
REC-001233,000000000010000785,2000,Mill Liner 250MM ABB,CRITICAL,SLOW,3,139,2.869,2.500,1.971,1.700,4.190,3.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 2.869. At the CRITICAL service level of 98% and a 139-day lead time, the reorder point should be 2.5.",REJECTED,2026-06-26
REC-001234,000000000010000786,2000,Crusher Hydroset Cylinder 6/4 SIEMENS,INSURANCE,INTERMITTENT,1,74,8.546,5.000,5.437,3.200,8.679,7.200,ROP_MAX_SAFETY_STOCK,Stock on hand 10 exceeds the current maximum 8.679. Consumption of 0.8 per month supports a maximum of 7.2.,PROPOSED,2026-07-03
REC-001235,000000000010000787,1000,Thickener Rake Seal Kit 200MM FLSM,INSURANCE,INTERMITTENT,5,35,6.242,3.800,3.952,2.400,10.827,7.400,ROP_MAX_SAFETY_STOCK,Stock on hand 11 exceeds the current maximum 10.827. Consumption of 1.2 per month supports a maximum of 7.4.,APPROVED,2026-08-03
REC-001236,000000000010000788,3000,Slurry Pump Wet End Assembly 8/6 WEIR,IMPACT,REGULAR,10,59,45.216,93.200,11.595,23.900,311.872,200.400,ROP_MAX_SAFETY_STOCK,Regular consumption of 35.8 per month over 24 months with a 59-day lead time gives a reorder point of 93.2 against the current 45.216.,HELD,2026-07-17
REC-001237,000000000010000788,2000,Slurry Pump Wet End Assembly 8/6 WEIR,IMPACT,REGULAR,8,59,13.521,31.700,2.789,6.500,82.146,70.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 13.521. At the IMPACT service level of 95% and a 59-day lead time, the reorder point should be 31.7.",PROPOSED,2026-05-22
REC-001238,000000000010000790,2000,Slurry Density Transmitter DN100 SEW,NORMAL,SLOW,3,48,0.750,1.100,0.426,0.600,1.535,2.000,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.3 per month over 24 months with a 48-day lead time gives a reorder point of 1.1 against the current 0.75.,REJECTED,2026-06-12
REC-001239,000000000010000791,4000,Slurry Pump Mechanical Seal 110KW METSO,NORMAL,SLOW,2,10,0.219,0.200,0.189,0.200,0.474,0.500,ROP_MAX_SAFETY_STOCK,Stock on hand 1 exceeds the current maximum 0.474. Consumption of 0.1 per month supports a maximum of 0.5.,APPROVED,2026-07-10
REC-001240,000000000010000792,3000,Ball Mill Shell Liner Plate 55KW,NORMAL,SLOW,1,33,1.194,1.000,0.871,0.700,1.755,1.800,ROP_MAX_SAFETY_STOCK,Stock on hand 2 exceeds the current maximum 1.755. Consumption of 0.2 per month supports a maximum of 1.8.,APPROVED,2026-08-13
REC-001241,000000000010000793,2000,Hydraulic Power Pack 55KW SEW,CRITICAL,INTERMITTENT,0,148,39.716,23.700,21.103,12.600,40.584,30.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 39.716. At the CRITICAL service level of 98% and a 148-day lead time, the reorder point should be 23.7.",HELD,2026-07-16
REC-001242,000000000030000178,4000,Slurry Pump Mechanical Seal TYPE A,CRITICAL,ON_DEMAND,2,33,0.000,2.800,0.000,2.200,0.000,4.400,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 2.8 and a maximum of 4.4.,REJECTED,2026-08-08
REC-001243,000000000030000178,3000,Slurry Pump Mechanical Seal TYPE A,CRITICAL,ON_DEMAND,2,33,0.000,9.300,0.000,6.400,0.000,17.300,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 9.3 and a maximum of 17.3.,REJECTED,2026-08-27
REC-001244,000000000010000794,1000,Mill Liner TYPE B METSO,INSURANCE,INTERMITTENT,3,91,9.993,6.500,5.570,3.600,12.334,9.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 6 is below the current reorder point 9.993. At the INSURANCE service level of 90% and a 91-day lead time, the reorder point should be 6.5.",PROPOSED,2026-09-01
REC-001245,000000000010000795,4000,Belt Scraper Blade Cartridge 8/6 SIEMENS,NORMAL,INTERMITTENT,3,58,3.518,6.400,1.937,3.500,12.726,10.900,ROP_MAX_SAFETY_STOCK,Stock on hand 13 exceeds the current maximum 12.726. Consumption of 1.5 per month supports a maximum of 10.9.,PROPOSED,2026-07-27
REC-001246,000000000010000795,3000,Belt Scraper Blade Cartridge 8/6 SIEMENS,NORMAL,INTERMITTENT,1,58,4.414,2.800,2.658,1.700,6.976,4.500,ROP_MAX_SAFETY_STOCK,Stock on hand 8 exceeds the current maximum 6.976. Consumption of 0.6 per month supports a maximum of 4.5.,HELD,2026-08-18
REC-001247,000000000090000046,2000,Vertical Sump Pump Column 110KW SANDVIK,OBSOLETE,NO_DEMAND,0,21,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-08-01
REC-001248,000000000010000796,3000,Centrifugal Pump Casing 200MM WEIR,INSURANCE,REGULAR,9,123,31.320,69.200,4.584,10.100,194.344,113.100,ROP_MAX_SAFETY_STOCK,Regular consumption of 14.6 per month over 24 months with a 123-day lead time gives a reorder point of 69.2 against the current 31.32.,PROPOSED,2026-07-10
REC-001249,000000000010000798,1000,Conveyor Drive Motor 8/6 SANDVIK,NORMAL,REGULAR,12,10,30.453,19.800,10.473,6.800,187.303,138.300,ROP_MAX_SAFETY_STOCK,Regular consumption of 39.5 per month over 24 months with a 10-day lead time gives a reorder point of 19.8 against the current 30.453.,APPROVED,2026-06-26
