approval_id,recommendation_id,approver_role,approver_user,decision,decision_date,comment
APR-000517,REC-000760,Engineering Head,VZIINV02,REJECTED,2026-07-04,Consumption not considered representative.
APR-000518,REC-000761,Engineering Head,VZIINV02,APPROVED,2026-08-01,Approved; to be applied in SAP by VZI.
APR-000519,REC-000762,Plant Head,VZIINV01,APPROVED,2026-09-05,Approved; to be applied in SAP by VZI.
APR-000520,REC-000763,Plant Head,VZIINV02,HELD,2026-07-07,Held pending further consumption evidence.
APR-000521,REC-000764,Engineering Head,VZIINV02,APPROVED,2026-05-25,Approved; to be applied in SAP by VZI.
APR-000522,REC-000765,Inventory Controller,VZIINV02,HELD,2026-08-14,Held pending further consumption evidence.
APR-000523,REC-000767,Commercial Head,VZIINV02,APPROVED,2026-08-16,Approved; to be applied in SAP by VZI.
APR-000524,REC-000768,Inventory Controller,VZIINV02,REJECTED,2026-06-04,Consumption not considered representative.
APR-000525,REC-000769,Engineering Head,VZIINV01,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-000526,REC-000770,Commercial Head,VZIINV02,APPROVED,2026-08-26,Approved; to be applied in SAP by VZI.
APR-000527,REC-000771,Engineering Head,VZIINV01,APPROVED,2026-07-26,Approved; to be applied in SAP by VZI.
APR-000528,REC-000772,Commercial Head,VZIINV02,APPROVED,2026-08-18,Approved; to be applied in SAP by VZI.
APR-000529,REC-000773,Engineering Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000530,REC-000774,Inventory Controller,VZIINV01,REJECTED,2026-07-31,Consumption not considered representative.
APR-000531,REC-000776,Plant Head,VZIINV02,REJECTED,2026-06-20,Consumption not considered representative.
APR-000532,REC-000777,Plant Head,VZIINV02,APPROVED,2026-08-12,Approved; to be applied in SAP by VZI.
APR-000533,REC-000778,Plant Head,VZIINV02,APPROVED,2026-08-30,Approved; to be applied in SAP by VZI.
APR-000534,REC-000779,Engineering Head,VZIINV02,HELD,2026-06-26,Held pending further consumption evidence.
APR-000535,REC-000781,Engineering Head,VZIINV02,APPROVED,2026-06-22,Approved; to be applied in SAP by VZI.
APR-000536,REC-000784,Plant Head,VZIINV01,APPROVED,2026-07-10,Approved; to be applied in SAP by VZI.
APR-000537,REC-000787,Plant Head,VZIINV02,APPROVED,2026-08-01,Approved; to be applied in SAP by VZI.
APR-000538,REC-000788,Commercial Head,VZIINV02,APPROVED,2026-07-07,Approved; to be applied in SAP by VZI.
APR-000539,REC-000789,Commercial Head,VZIINV02,APPROVED,2026-08-15,Approved; to be applied in SAP by VZI.
APR-000540,REC-000791,Plant Head,VZIINV02,REJECTED,2026-06-19,Consumption not considered representative.
APR-000541,REC-000793,Engineering Head,VZIINV02,REJECTED,2026-06-29,Consumption not considered representative.
APR-000542,REC-000794,Engineering Head,VZIINV02,REJECTED,2026-06-28,Consumption not considered representative.
APR-000543,REC-000796,Plant Head,VZIINV01,REJECTED,2026-08-11,Consumption not considered representative.
APR-000544,REC-000798,Engineering Head,VZIINV01,APPROVED,2026-06-04,Approved; to be applied in SAP by VZI.
APR-000545,REC-000799,Plant Head,VZIINV01,HELD,2026-07-19,Held pending further consumption evidence.
APR-000546,REC-000800,Inventory Controller,VZIINV02,REJECTED,2026-08-24,Consumption not considered representative.
APR-000547,REC-000801,Inventory Controller,VZIINV01,REJECTED,2026-09-03,Consumption not considered representative.
APR-000548,REC-000806,Inventory Controller,VZIINV01,REJECTED,2026-06-03,Consumption not considered representative.
APR-000549,REC-000811,Engineering Head,VZIINV02,APPROVED,2026-08-05,Approved; to be applied in SAP by VZI.
APR-000550,REC-000812,Engineering Head,VZIINV01,HELD,2026-07-27,Held pending further consumption evidence.
APR-000551,REC-000817,Engineering Head,VZIINV02,REJECTED,2026-07-21,Consumption not considered representative.
APR-000552,REC-000818,Commercial Head,VZIINV02,APPROVED,2026-06-15,Approved; to be applied in SAP by VZI.
APR-000553,REC-000819,Commercial Head,VZIINV01,APPROVED,2026-08-09,Approved; to be applied in SAP by VZI.
APR-000554,REC-000820,Plant Head,VZIINV01,REJECTED,2026-05-26,Consumption not considered representative.
APR-000555,REC-000822,Engineering Head,VZIINV02,APPROVED,2026-08-28,Approved; to be applied in SAP by VZI.
APR-000556,REC-000823,Commercial Head,VZIINV02,APPROVED,2026-07-25,Approved; to be applied in SAP by VZI.
APR-000557,REC-000825,Plant Head,VZIINV02,APPROVED,2026-06-12,Approved; to be applied in SAP by VZI.
APR-000558,REC-000826,Plant Head,VZIINV01,REJECTED,2026-08-13,Consumption not considered representative.
APR-000559,REC-000827,Plant Head,VZIINV01,APPROVED,2026-08-07,Approved; to be applied in SAP by VZI.
APR-000560,REC-000829,Plant Head,VZIINV02,REJECTED,2026-07-10,Consumption not considered representative.
APR-000561,REC-000831,Engineering Head,VZIINV02,APPROVED,2026-07-08,Approved; to be applied in SAP by VZI.
APR-000562,REC-000834,Plant Head,VZIINV02,HELD,2026-08-26,Held pending further consumption evidence.
APR-000563,REC-000835,Plant Head,VZIINV01,REJECTED,2026-08-14,Consumption not considered representative.
APR-000564,REC-000836,Plant Head,VZIINV02,APPROVED,2026-06-02,Approved; to be applied in SAP by VZI.
APR-000565,REC-000837,Engineering Head,VZIINV02,REJECTED,2026-09-07,Consumption not considered representative.
APR-000566,REC-000839,Plant Head,VZIINV02,APPROVED,2026-07-27,Approved; to be applied in SAP by VZI.
APR-000567,REC-000842,Inventory Controller,VZIINV02,HELD,2026-05-24,Held pending further consumption evidence.
APR-000568,REC-000844,Plant Head,VZIINV01,APPROVED,2026-08-14,Approved; to be applied in SAP by VZI.
APR-000569,REC-000845,Plant Head,VZIINV01,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-000570,REC-000846,Inventory Controller,VZIINV02,REJECTED,2026-07-03,Consumption not considered representative.
APR-000571,REC-000847,Engineering Head,VZIINV02,HELD,2026-08-03,Held pending further consumption evidence.
APR-000572,REC-000848,Plant Head,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000573,REC-000849,Inventory Controller,VZIINV01,APPROVED,2026-06-14,Approved; to be applied in SAP by VZI.
APR-000574,REC-000850,Engineering Head,VZIINV02,APPROVED,2026-08-12,Approved; to be applied in SAP by VZI.
APR-000575,REC-000853,Inventory Controller,VZIINV02,APPROVED,2026-07-31,Approved; to be applied in SAP by VZI.
APR-000576,REC-000854,Engineering Head,VZIINV01,APPROVED,2026-08-16,Approved; to be applied in SAP by VZI.
APR-000577,REC-000855,Engineering Head,VZIINV02,APPROVED,2026-06-03,Approved; to be applied in SAP by VZI.
APR-000578,REC-000856,Inventory Controller,VZIINV02,APPROVED,2026-05-13,Approved; to be applied in SAP by VZI.
APR-000579,REC-000857,Inventory Controller,VZIINV02,REJECTED,2026-07-29,Consumption not considered representative.
APR-000580,REC-000858,Inventory Controller,VZIINV02,REJECTED,2026-08-26,Consumption not considered representative.
APR-000581,REC-000859,Engineering Head,VZIINV02,APPROVED,2026-05-17,Approved; to be applied in SAP by VZI.
APR-000582,REC-000860,Commercial Head,VZIINV02,APPROVED,2026-08-13,Approved; to be applied in SAP by VZI.
APR-000583,REC-000862,Engineering Head,VZIINV02,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-000584,REC-000863,Inventory Controller,VZIINV02,HELD,2026-06-05,Held pending further consumption evidence.
APR-000585,REC-000864,Inventory Controller,VZIINV01,APPROVED,2026-06-06,Approved; to be applied in SAP by VZI.
APR-000586,REC-000865,Plant Head,VZIINV01,APPROVED,2026-08-24,Approved; to be applied in SAP by VZI.
APR-000587,REC-000868,Engineering Head,VZIINV01,APPROVED,2026-07-27,Approved; to be applied in SAP by VZI.
APR-000588,REC-000869,Inventory Controller,VZIINV01,APPROVED,2026-06-30,Approved; to be applied in SAP by VZI.
APR-000589,REC-000870,Engineering Head,VZIINV02,APPROVED,2026-08-28,Approved; to be applied in SAP by VZI.
APR-000590,REC-000871,Engineering Head,VZIINV02,APPROVED,2026-08-17,Approved; to be applied in SAP by VZI.
APR-000591,REC-000874,Inventory Controller,VZIINV02,APPROVED,2026-07-19,Approved; to be applied in SAP by VZI.
APR-000592,REC-000875,Engineering Head,VZIINV01,HELD,2026-07-14,Held pending further consumption evidence.
APR-000593,REC-000876,Commercial Head,VZIINV01,APPROVED,2026-06-05,Approved; to be applied in SAP by VZI.
APR-000594,REC-000878,Engineering Head,VZIINV02,APPROVED,2026-05-16,Approved; to be applied in SAP by VZI.
APR-000595,REC-000879,Engineering Head,VZIINV01,APPROVED,2026-08-10,Approved; to be applied in SAP by VZI.
APR-000596,REC-000880,Inventory Controller,VZIINV02,REJECTED,2026-05-28,Consumption not considered representative.
APR-000597,REC-000881,Plant Head,VZIINV01,APPROVED,2026-06-21,Approved; to be applied in SAP by VZI.
APR-000598,REC-000882,Plant Head,VZIINV01,REJECTED,2026-08-09,Consumption not considered representative.
APR-000599,REC-000884,Engineering Head,VZIINV01,APPROVED,2026-08-22,Approved; to be applied in SAP by VZI.
APR-000600,REC-000885,Plant Head,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000601,REC-000886,Commercial Head,VZIINV01,HELD,2026-06-11,Held pending further consumption evidence.
APR-000602,REC-000887,Commercial Head,VZIINV01,APPROVED,2026-06-11,Approved; to be applied in SAP by VZI.
APR-000603,REC-000890,Plant Head,VZIINV01,REJECTED,2026-09-04,Consumption not considered representative.
APR-000604,REC-000891,Plant Head,VZIINV01,APPROVED,2026-06-16,Approved; to be applied in SAP by VZI.
APR-000605,REC-000893,Engineering Head,VZIINV01,REJECTED,2026-06-04,Consumption not considered representative.
APR-000606,REC-000894,Inventory Controller,VZIINV02,APPROVED,2026-08-10,Approved; to be applied in SAP by VZI.
APR-000607,REC-000895,Inventory Controller,VZIINV01,APPROVED,2026-06-16,Approved; to be applied in SAP by VZI.
APR-000608,REC-000896,Engineering Head,VZIINV02,HELD,2026-08-25,Held pending further consumption evidence.
APR-000609,REC-000897,Plant Head,VZIINV01,REJECTED,2026-06-27,Consumption not considered representative.
APR-000610,REC-000900,Plant Head,VZIINV01,HELD,2026-06-02,Held pending further consumption evidence.
APR-000611,REC-000901,Inventory Controller,VZIINV01,REJECTED,2026-08-03,Consumption not considered representative.
APR-000612,REC-000902,Inventory Controller,VZIINV02,APPROVED,2026-05-26,Approved; to be applied in SAP by VZI.
APR-000613,REC-000904,Inventory Controller,VZIINV01,REJECTED,2026-06-14,Consumption not considered representative.
APR-000614,REC-000906,Engineering Head,VZIINV01,HELD,2026-06-16,Held pending further consumption evidence.
APR-000615,REC-000908,Engineering Head,VZIINV02,REJECTED,2026-07-10,Consumption not considered representative.
APR-000616,REC-000909,Plant Head,VZIINV02,REJECTED,2026-06-20,Consumption not considered representative.
APR-000617,REC-000914,Commercial Head,VZIINV02,REJECTED,2026-08-12,Consumption not considered representative.
APR-000618,REC-000917,Plant Head,VZIINV01,APPROVED,2026-07-08,Approved; to be applied in SAP by VZI.
APR-000619,REC-000919,Inventory Controller,VZIINV01,APPROVED,2026-09-02,Approved; to be applied in SAP by VZI.
APR-000620,REC-000920,Inventory Controller,VZIINV02,APPROVED,2026-08-15,Approved; to be applied in SAP by VZI.
APR-000621,REC-000921,Plant Head,VZIINV02,REJECTED,2026-08-24,Consumption not considered representative.
APR-000622,REC-000923,Plant Head,VZIINV02,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-000623,REC-000925,Engineering Head,VZIINV02,APPROVED,2026-06-21,Approved; to be applied in SAP by VZI.
APR-000624,REC-000926,Engineering Head,VZIINV01,APPROVED,2026-08-24,Approved; to be applied in SAP by VZI.
APR-000625,REC-000927,Plant Head,VZIINV02,HELD,2026-06-25,Held pending further consumption evidence.
APR-000626,REC-000928,Plant Head,VZIINV01,APPROVED,2026-08-02,Approved; to be applied in SAP by VZI.
APR-000627,REC-000929,Commercial Head,VZIINV01,APPROVED,2026-07-21,Approved; to be applied in SAP by VZI.
APR-000628,REC-000930,Commercial Head,VZIINV01,APPROVED,2026-06-20,Approved; to be applied in SAP by VZI.
APR-000629,REC-000931,Plant Head,VZIINV02,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-000630,REC-000932,Plant Head,VZIINV01,APPROVED,2026-07-14,Approved; to be applied in SAP by VZI.
APR-000631,REC-000933,Engineering Head,VZIINV01,APPROVED,2026-06-05,Approved; to be applied in SAP by VZI.
APR-000632,REC-000935,Engineering Head,VZIINV02,REJECTED,2026-06-07,Consumption not considered representative.
APR-000633,REC-000936,Plant Head,VZIINV01,REJECTED,2026-08-12,Consumption not considered representative.
APR-000634,REC-000937,Plant Head,VZIINV01,HELD,2026-05-24,Held pending further consumption evidence.
APR-000635,REC-000938,Commercial Head,VZIINV01,HELD,2026-06-14,Held pending further consumption evidence.
APR-000636,REC-000939,Engineering Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000637,REC-000940,Plant Head,VZIINV02,APPROVED,2026-07-03,Approved; to be applied in SAP by VZI.
APR-000638,REC-000941,Engineering Head,VZIINV02,HELD,2026-06-22,Held pending further consumption evidence.
APR-000639,REC-000945,Plant Head,VZIINV02,HELD,2026-07-01,Held pending further consumption evidence.
APR-000640,REC-000947,Plant Head,VZIINV01,APPROVED,2026-09-01,Approved; to be applied in SAP by VZI.
APR-000641,REC-000948,Plant Head,VZIINV02,APPROVED,2026-08-02,Approved; to be applied in SAP by VZI.
APR-000642,REC-000949,Inventory Controller,VZIINV01,HELD,2026-07-04,Held pending further consumption evidence.
APR-000643,REC-000950,Inventory Controller,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000644,REC-000951,Inventory Controller,VZIINV01,REJECTED,2026-06-26,Consumption not considered representative.
APR-000645,REC-000953,Inventory Controller,VZIINV01,REJECTED,2026-06-25,Consumption not considered representative.
APR-000646,REC-000954,Inventory Controller,VZIINV02,REJECTED,2026-08-20,Consumption not considered representative.
APR-000647,REC-000955,Commercial Head,VZIINV02,REJECTED,2026-07-21,Consumption not considered representative.
APR-000648,REC-000957,Inventory Controller,VZIINV01,HELD,2026-06-08,Held pending further consumption evidence.
APR-000649,REC-000958,Plant Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000650,REC-000959,Plant Head,VZIINV01,APPROVED,2026-06-21,Approved; to be applied in SAP by VZI.
APR-000651,REC-000960,Engineering Head,VZIINV02,HELD,2026-06-29,Held pending further consumption evidence.
APR-000652,REC-000961,Engineering Head,VZIINV01,APPROVED,2026-05-25,Approved; to be applied in SAP by VZI.
APR-000653,REC-000962,Plant Head,VZIINV01,APPROVED,2026-07-13,Approved; to be applied in SAP by VZI.
APR-000654,REC-000963,Plant Head,VZIINV01,REJECTED,2026-06-14,Consumption not considered representative.
APR-000655,REC-000967,Inventory Controller,VZIINV01,REJECTED,2026-05-26,Consumption not considered representative.
APR-000656,REC-000971,Inventory Controller,VZIINV02,HELD,2026-06-23,Held pending further consumption evidence.
APR-000657,REC-000975,Plant Head,VZIINV02,REJECTED,2026-07-17,Consumption not considered representative.
APR-000658,REC-000976,Plant Head,VZIINV02,REJECTED,2026-06-06,Consumption not considered representative.
APR-000659,REC-000977,Plant Head,VZIINV01,APPROVED,2026-05-25,Approved; to be applied in SAP by VZI.
APR-000660,REC-000978,Plant Head,VZIINV01,APPROVED,2026-05-30,Approved; to be applied in SAP by VZI.
APR-000661,REC-000979,Plant Head,VZIINV01,REJECTED,2026-08-05,Consumption not considered representative.
APR-000662,REC-000980,Plant Head,VZIINV02,REJECTED,2026-08-24,Consumption not considered representative.
APR-000663,REC-000981,Engineering Head,VZIINV02,REJECTED,2026-06-13,Consumption not considered representative.
APR-000664,REC-000982,Inventory Controller,VZIINV02,APPROVED,2026-07-28,Approved; to be applied in SAP by VZI.
APR-000665,REC-000984,Engineering Head,VZIINV01,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-000666,REC-000986,Engineering Head,VZIINV01,APPROVED,2026-05-27,Approved; to be applied in SAP by VZI.
APR-000667,REC-000987,Engineering Head,VZIINV02,APPROVED,2026-08-13,Approved; to be applied in SAP by VZI.
APR-000668,REC-000988,Inventory Controller,VZIINV01,APPROVED,2026-06-14,Approved; to be applied in SAP by VZI.
APR-000669,REC-000989,Plant Head,VZIINV02,APPROVED,2026-06-27,Approved; to be applied in SAP by VZI.
APR-000670,REC-000990,Plant Head,VZIINV02,APPROVED,2026-07-12,Approved; to be applied in SAP by VZI.
APR-000671,REC-000991,Inventory Controller,VZIINV01,HELD,2026-08-29,Held pending further consumption evidence.
APR-000672,REC-000992,Plant Head,VZIINV02,HELD,2026-08-23,Held pending further consumption evidence.
APR-000673,REC-000994,Engineering Head,VZIINV01,APPROVED,2026-08-20,Approved; to be applied in SAP by VZI.
APR-000674,REC-000995,Engineering Head,VZIINV01,HELD,2026-07-04,Held pending further consumption evidence.
APR-000675,REC-000996,Plant Head,VZIINV01,REJECTED,2026-05-22,Consumption not considered representative.
APR-000676,REC-000997,Plant Head,VZIINV02,APPROVED,2026-08-14,Approved; to be applied in SAP by VZI.
APR-000677,REC-000998,Engineering Head,VZIINV01,REJECTED,2026-08-03,Consumption not considered representative.
APR-000678,REC-000999,Plant Head,VZIINV01,REJECTED,2026-08-09,Consumption not considered representative.
APR-000679,REC-001000,Commercial Head,VZIINV02,APPROVED,2026-05-30,Approved; to be applied in SAP by VZI.
APR-000680,REC-001002,Plant Head,VZIINV01,HELD,2026-06-18,Held pending further consumption evidence.
APR-000681,REC-001004,Engineering Head,VZIINV02,APPROVED,2026-06-19,Approved; to be applied in SAP by VZI.
APR-000682,REC-001005,Engineering Head,VZIINV02,REJECTED,2026-07-11,Consumption not considered representative.
APR-000683,REC-001007,Plant Head,VZIINV01,APPROVED,2026-08-17,Approved; to be applied in SAP by VZI.
APR-000684,REC-001008,Engineering Head,VZIINV01,HELD,2026-08-24,Held pending further consumption evidence.
APR-000685,REC-001009,Plant Head,VZIINV01,APPROVED,2026-09-04,Approved; to be applied in SAP by VZI.
APR-000686,REC-001010,Engineering Head,VZIINV02,APPROVED,2026-05-31,Approved; to be applied in SAP by VZI.
APR-000687,REC-001011,Engineering Head,VZIINV01,APPROVED,2026-06-21,Approved; to be applied in SAP by VZI.
APR-000688,REC-001012,Commercial Head,VZIINV02,APPROVED,2026-08-03,Approved; to be applied in SAP by VZI.
APR-000689,REC-001013,Commercial Head,VZIINV02,HELD,2026-08-16,Held pending further consumption evidence.
APR-000690,REC-001014,Plant Head,VZIINV01,REJECTED,2026-07-28,Consumption not considered representative.
APR-000691,REC-001016,Plant Head,VZIINV01,REJECTED,2026-08-03,Consumption not considered representative.
APR-000692,REC-001018,Engineering Head,VZIINV01,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-000693,REC-001022,Inventory Controller,VZIINV01,REJECTED,2026-07-08,Consumption not considered representative.
APR-000694,REC-001023,Inventory Controller,VZIINV01,REJECTED,2026-07-19,Consumption not considered representative.
APR-000695,REC-001024,Inventory Controller,VZIINV01,APPROVED,2026-07-07,Approved; to be applied in SAP by VZI.
APR-000696,REC-001025,Inventory Controller,VZIINV02,APPROVED,2026-07-04,Approved; to be applied in SAP by VZI.
APR-000697,REC-001026,Commercial Head,VZIINV02,REJECTED,2026-06-03,Consumption not considered representative.
APR-000698,REC-001027,Commercial Head,VZIINV02,HELD,2026-09-01,Held pending further consumption evidence.
APR-000699,REC-001028,Plant Head,VZIINV02,HELD,2026-07-28,Held pending further consumption evidence.
APR-000700,REC-001029,Engineering Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000701,REC-001031,Inventory Controller,VZIINV01,APPROVED,2026-06-01,Approved; to be applied in SAP by VZI.
APR-000702,REC-001032,Plant Head,VZIINV02,REJECTED,2026-06-06,Consumption not considered representative.
APR-000703,REC-001033,Plant Head,VZIINV02,HELD,2026-07-24,Held pending further consumption evidence.
APR-000704,REC-001034,Inventory Controller,VZIINV01,REJECTED,2026-05-15,Consumption not considered representative.
APR-000705,REC-001036,Plant Head,VZIINV02,APPROVED,2026-07-28,Approved; to be applied in SAP by VZI.
APR-000706,REC-001037,Plant Head,VZIINV01,APPROVED,2026-05-26,Approved; to be applied in SAP by VZI.
APR-000707,REC-001038,Plant Head,VZIINV01,APPROVED,2026-05-30,Approved; to be applied in SAP by VZI.
APR-000708,REC-001039,Inventory Controller,VZIINV02,APPROVED,2026-09-02,Approved; to be applied in SAP by VZI.
APR-000709,REC-001041,Plant Head,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000710,REC-001042,Commercial Head,VZIINV02,APPROVED,2026-07-31,Approved; to be applied in SAP by VZI.
APR-000711,REC-001043,Plant Head,VZIINV02,APPROVED,2026-07-17,Approved; to be applied in SAP by VZI.
APR-000712,REC-001044,Plant Head,VZIINV02,APPROVED,2026-05-23,Approved; to be applied in SAP by VZI.
APR-000713,REC-001046,Engineering Head,VZIINV01,HELD,2026-06-29,Held pending further consumption evidence.
APR-000714,REC-001047,Engineering Head,VZIINV01,REJECTED,2026-08-06,Consumption not considered representative.
APR-000715,REC-001049,Plant Head,VZIINV01,APPROVED,2026-07-08,Approved; to be applied in SAP by VZI.
APR-000716,REC-001050,Plant Head,VZIINV01,APPROVED,2026-06-08,Approved; to be applied in SAP by VZI.
APR-000717,REC-001052,Inventory Controller,VZIINV02,REJECTED,2026-06-18,Consumption not considered representative.
APR-000718,REC-001053,Inventory Controller,VZIINV02,HELD,2026-07-15,Held pending further consumption evidence.
APR-000719,REC-001054,Inventory Controller,VZIINV02,APPROVED,2026-08-08,Approved; to be applied in SAP by VZI.
APR-000720,REC-001056,Engineering Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000721,REC-001057,Engineering Head,VZIINV02,APPROVED,2026-07-01,Approved; to be applied in SAP by VZI.
APR-000722,REC-001058,Inventory Controller,VZIINV02,HELD,2026-06-26,Held pending further consumption evidence.
APR-000723,REC-001059,Inventory Controller,VZIINV01,HELD,2026-07-14,Held pending further consumption evidence.
APR-000724,REC-001060,Plant Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000725,REC-001061,Engineering Head,VZIINV02,HELD,2026-07-01,Held pending further consumption evidence.
APR-000726,REC-001063,Plant Head,VZIINV01,APPROVED,2026-08-09,Approved; to be applied in SAP by VZI.
APR-000727,REC-001064,Inventory Controller,VZIINV01,APPROVED,2026-07-23,Approved; to be applied in SAP by VZI.
APR-000728,REC-001065,Engineering Head,VZIINV01,APPROVED,2026-08-20,Approved; to be applied in SAP by VZI.
APR-000729,REC-001066,Engineering Head,VZIINV02,REJECTED,2026-09-07,Consumption not considered representative.
APR-000730,REC-001067,Commercial Head,VZIINV01,REJECTED,2026-09-03,Consumption not considered representative.
APR-000731,REC-001072,Plant Head,VZIINV02,REJECTED,2026-05-27,Consumption not considered representative.
APR-000732,REC-001073,Plant Head,VZIINV01,APPROVED,2026-08-02,Approved; to be applied in SAP by VZI.
APR-000733,REC-001074,Inventory Controller,VZIINV02,REJECTED,2026-06-02,Consumption not considered representative.
APR-000734,REC-001075,Engineering Head,VZIINV02,APPROVED,2026-08-04,Approved; to be applied in SAP by VZI.
APR-000735,REC-001076,Engineering Head,VZIINV01,APPROVED,2026-08-06,Approved; to be applied in SAP by VZI.
APR-000736,REC-001078,Inventory Controller,VZIINV01,APPROVED,2026-07-28,Approved; to be applied in SAP by VZI.
APR-000737,REC-001080,Engineering Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000738,REC-001081,Engineering Head,VZIINV01,APPROVED,2026-08-25,Approved; to be applied in SAP by VZI.
APR-000739,REC-001082,Inventory Controller,VZIINV02,HELD,2026-06-02,Held pending further consumption evidence.
APR-000740,REC-001083,Inventory Controller,VZIINV02,APPROVED,2026-05-17,Approved; to be applied in SAP by VZI.
APR-000741,REC-001084,Engineering Head,VZIINV02,REJECTED,2026-07-31,Consumption not considered representative.
APR-000742,REC-001086,Engineering Head,VZIINV02,APPROVED,2026-07-15,Approved; to be applied in SAP by VZI.
APR-000743,REC-001087,Engineering Head,VZIINV01,APPROVED,2026-06-08,Approved; to be applied in SAP by VZI.
APR-000744,REC-001088,Engineering Head,VZIINV02,REJECTED,2026-08-21,Consumption not considered representative.
APR-000745,REC-001089,Engineering Head,VZIINV02,APPROVED,2026-06-24,Approved; to be applied in SAP by VZI.
APR-000746,REC-001091,Inventory Controller,VZIINV01,APPROVED,2026-05-30,Approved; to be applied in SAP by VZI.
APR-000747,REC-001092,Plant Head,VZIINV02,REJECTED,2026-09-07,Consumption not considered representative.
APR-000748,REC-001094,Engineering Head,VZIINV02,APPROVED,2026-07-01,Approved; to be applied in SAP by VZI.
APR-000749,REC-001096,Engineering Head,VZIINV01,APPROVED,2026-06-12,Approved; to be applied in SAP by VZI.
APR-000750,REC-001097,Engineering Head,VZIINV02,APPROVED,2026-08-20,Approved; to be applied in SAP by VZI.
APR-000751,REC-001098,Plant Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000752,REC-001099,Plant Head,VZIINV02,APPROVED,2026-07-07,Approved; to be applied in SAP by VZI.
APR-000753,REC-001100,Plant Head,VZIINV02,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-000754,REC-001101,Plant Head,VZIINV02,HELD,2026-09-07,Held pending further consumption evidence.
APR-000755,REC-001102,Plant Head,VZIINV01,APPROVED,2026-08-28,Approved; to be applied in SAP by VZI.
APR-000756,REC-001104,Plant Head,VZIINV01,REJECTED,2026-06-16,Consumption not considered representative.
APR-000757,REC-001105,Engineering Head,VZIINV01,APPROVED,2026-08-23,Approved; to be applied in SAP by VZI.
APR-000758,REC-001106,Inventory Controller,VZIINV02,REJECTED,2026-09-02,Consumption not considered representative.
APR-000759,REC-001107,Inventory Controller,VZIINV01,HELD,2026-08-11,Held pending further consumption evidence.
APR-000760,REC-001108,Inventory Controller,VZIINV02,APPROVED,2026-07-25,Approved; to be applied in SAP by VZI.
APR-000761,REC-001109,Inventory Controller,VZIINV02,APPROVED,2026-06-12,Approved; to be applied in SAP by VZI.
APR-000762,REC-001110,Plant Head,VZIINV02,APPROVED,2026-08-22,Approved; to be applied in SAP by VZI.
APR-000763,REC-001111,Plant Head,VZIINV02,APPROVED,2026-07-26,Approved; to be applied in SAP by VZI.
APR-000764,REC-001112,Plant Head,VZIINV02,HELD,2026-07-09,Held pending further consumption evidence.
APR-000765,REC-001113,Commercial Head,VZIINV02,REJECTED,2026-07-15,Consumption not considered representative.
APR-000766,REC-001114,Commercial Head,VZIINV02,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-000767,REC-001115,Plant Head,VZIINV02,REJECTED,2026-05-16,Consumption not considered representative.
APR-000768,REC-001116,Plant Head,VZIINV01,APPROVED,2026-06-21,Approved; to be applied in SAP by VZI.
APR-000769,REC-001117,Inventory Controller,VZIINV01,HELD,2026-07-16,Held pending further consumption evidence.
APR-000770,REC-001120,Inventory Controller,VZIINV01,APPROVED,2026-08-09,Approved; to be applied in SAP by VZI.
APR-000771,REC-001122,Engineering Head,VZIINV02,HELD,2026-05-25,Held pending further consumption evidence.
APR-000772,REC-001123,Inventory Controller,VZIINV02,APPROVED,2026-08-27,Approved; to be applied in SAP by VZI.
APR-000773,REC-001124,Inventory Controller,VZIINV01,APPROVED,2026-08-17,Approved; to be applied in SAP by VZI.
APR-000774,REC-001127,Inventory Controller,VZIINV02,REJECTED,2026-07-14,Consumption not considered representative.
APR-000775,REC-001128,Engineering Head,VZIINV01,APPROVED,2026-08-27,Approved; to be applied in SAP by VZI.
