case_id,Matnr,Werks,repair_pr,repair_po,repair_po_item,session_id,attestation_id,stage,removed_on,expected_back_on,returned_on,overdue,vendor_turnaround_days,notes
RPR-000292,000000000080000242,3000,2000008831,4500008776,00010,SESS-001034,,IN_REPAIR,2026-08-28,2026-10-21,,false,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000293,000000000080000243,3000,2000008832,4500008777,00010,SESS-001035,ATT-000211,RETURNED,2026-04-30,2026-08-02,2026-08-22,false,110,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000294,000000000080000244,1000,2000008833,4500008778,00010,SESS-001036,ATT-000212,RETURNED,2026-05-19,2026-08-18,2026-09-02,false,100,Repair vendor Orange River Hydraulic Service Cent.
RPR-000295,000000000080000245,4000,2000008834,4500008779,00010,SESS-001037,ATT-000213,BACK_IN_STOCK,2026-03-06,2026-06-06,2026-06-10,false,84,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000296,000000000080000246,1000,2000008835,4500008780,00010,SESS-001038,ATT-000214,BACK_IN_STOCK,2026-02-03,2026-03-12,2026-03-14,false,31,Repair vendor Kalahari Rotating Equipment Service.
RPR-000297,000000000080000246,4000,2000008836,4500008781,00010,SESS-001039,ATT-000215,OVERDUE,2026-05-23,2026-07-05,,true,,Repair vendor Kalahari Rotating Equipment Service.
RPR-000298,000000000080000247,1000,2000008837,4500008782,00010,SESS-001040,ATT-000216,BACK_IN_STOCK,2026-04-20,2026-05-30,2026-06-23,false,55,Repair vendor Springbok Hydraulic Service Centre .
RPR-000299,000000000080000248,2000,2000008838,4500008783,00010,SESS-001041,ATT-000217,RETURNED,2025-12-16,2026-03-06,2026-03-14,false,79,Repair vendor Gariep Hydraulic Service Centre (Pt.
RPR-000300,000000000080000248,4000,,,,SESS-001042,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008784 while a repairable unit was on hand.
RPR-000301,000000000080000249,1000,,,,SESS-001043,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008785 while a repairable unit was on hand.
RPR-000302,000000000080000250,2000,2000008841,4500008786,00010,SESS-001044,ATT-000218,EXPECTED_BACK,2026-07-07,2026-09-09,,false,,Repair vendor Springbok Mechanical Repair Works (.
RPR-000303,000000000080000251,2000,2000008842,4500008787,00010,SESS-001045,,IN_REPAIR,2026-08-24,2026-09-27,,false,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000304,000000000080000252,1000,2000008843,4500008788,00010,SESS-001046,,IN_REPAIR,2026-07-14,2026-10-12,,false,,Repair vendor Springbok Mechanical Repair Works (.
RPR-000305,000000000080000253,3000,2000008844,4500008789,00010,SESS-001047,,OVERDUE,2026-04-08,2026-07-10,,true,,Repair vendor Copperton Gearbox Refurbishment (Pt.
RPR-000306,000000000080000254,4000,2000008845,4500008790,00010,SESS-001048,ATT-000219,OVERDUE,2026-05-10,2026-06-24,,true,,Repair vendor Orange River Hydraulic Service Cent.
RPR-000307,000000000080000255,4000,,,,SESS-001049,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008791 while a repairable unit was on hand.
RPR-000308,000000000080000256,1000,2000008847,4500008792,00010,SESS-001050,,RETURNED,2025-12-22,2026-03-24,2026-04-16,false,102,Repair vendor Kalahari Rotating Equipment Service.
RPR-000309,000000000080000257,2000,,,,SESS-001051,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008793 while a repairable unit was on hand.
RPR-000310,000000000080000258,4000,2000008849,4500008794,00010,SESS-001052,ATT-000220,EXPECTED_BACK,2026-06-28,2026-09-07,,false,,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000311,000000000080000258,2000,2000008850,4500008795,00010,SESS-001053,ATT-000221,IN_REPAIR,2026-08-19,2026-11-08,,false,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000312,000000000080000259,1000,2000008851,4500008796,00010,SESS-001054,ATT-000222,OVERDUE,2026-05-18,2026-06-28,,true,,Repair vendor Prieska Mechanical Repair Works (Pt.
RPR-000313,000000000080000260,4000,2000008852,4500008797,00010,SESS-001055,,BACK_IN_STOCK,2026-04-25,2026-07-31,2026-08-02,false,95,Repair vendor Kalahari Rotating Equipment Service.
RPR-000314,000000000080000261,3000,,,,SESS-001056,,NEW_PURCHASE_INSTEAD,,,,false,,New purchase on 4500008798 while a repairable unit was on hand.
RPR-000315,000000000080000262,2000,2000008854,4500008799,00010,SESS-001057,ATT-000223,OVERDUE,2026-06-07,2026-08-26,,true,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000316,000000000080000262,1000,2000008855,4500008800,00010,SESS-001058,ATT-000224,EXPECTED_BACK,2026-06-14,2026-09-10,,false,,Repair vendor Springbok Hydraulic Service Centre .
RPR-000317,000000000080000263,3000,2000008856,4500008801,00010,SESS-001059,ATT-000225,OVERDUE,2026-03-07,2026-06-12,,true,,Repair vendor Springbok Rewind Services (Pty) Ltd.
RPR-000318,000000000080000264,4000,2000008857,4500008802,00010,SESS-001060,,IN_REPAIR,2026-08-30,2026-10-16,,false,,Repair vendor Orange River Gearbox Refurbishment .
RPR-000319,000000000080000265,2000,2000008858,4500008803,00010,SESS-001061,ATT-000226,BACK_IN_STOCK,2026-02-06,2026-03-06,2026-03-09,false,24,Repair vendor Springbok Mechanical Repair Works (.
RPR-000320,000000000080000266,3000,2000008859,4500008804,00010,SESS-001062,ATT-000227,IN_REPAIR,2026-08-04,2026-10-18,,false,,Repair vendor Namaqua Hydraulic Service Centre (P.
RPR-000321,000000000080000267,4000,2000008860,4500008805,00010,SESS-001063,ATT-000228,BACK_IN_STOCK,2025-10-20,2026-01-31,2026-02-10,false,105,Repair vendor Aggeneys Rotating Equipment Service.
